"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WESD","WSF1","WSF2","WSF5","WSFG","WSFM","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-11-17","   80","   90","12.75"," 2044"," 2044","0.37",,"0.0","0.0",,"50","42","  105",,,,"  270","  270",,,,,"28.9","23.9","    1",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-11-18","   20","   20","9.17"," 0047"," 0046","0.00",,"0.0","0.0",,"55","42","  582",,,,"  270","  270",,,,,"20.8","17.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-11-19","   70","   80","10.74"," 1206"," 1206","0.00",,"0.0","0.0",,"65","39","  272",,,,"  225","  225",,,,,"30.0","25.9","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-11-20","   70","   70","12.30"," 1138"," 1138","0.00",,"0.0","0.0",,"73","53","  309",,,,"  225","  225",,,,,"33.3","27.1","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-11-21","   80","   70","12.97"," 0238"," 0238","0.00",,"0.0","0.0",,"57","37","  372",,,,"  315","  315",,,,,"26.4","17.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-11-22","  100","  100","12.75"," 2004"," 1250","0.40",,"0.0","0.0",,"44","35","    0",,,,"   90","   90",,,,,"25.3","19.0","    1",,,"    1",,,,,,,,,"    1",,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-11-23","   50","   40","10.29"," 1209"," 1149","0.00",,"0.0","0.0",,"48","33","  428",,,,"  315","  315",,,,,"24.2","19.0","    1",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-11-24","   50","   30","12.75"," 1309"," 1410","0.00",,"0.0","0.0",,"50","35","  525",,,,"  315","  315",,,,,"33.3","25.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-11-25","   30","   20","11.41"," 1114"," 1100","0.00",,"0.0","0.0",,"43","31","  537",,,,"  315","  315",,,,,"27.5","19.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-11-26","  100","  100","6.93"," 0358"," 0358","0.51",,"1.2","0.0",,"35","26","    0",,,,"  360","  360",,,,,"16.1","13.0","    1","    1",,"    1",,"    1",,,,,,,"    1","    1","    1","    1","    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-11-27","  100","  100","10.96"," 2241"," 2247","0.12",,"0.0","0.0",,"39","34","    0",,,,"  360","  360",,,,,"18.3","16.1","    1","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-11-28","  100","  100","14.54"," 1130"," 1140","0.57",,"1.3","0.0",,"38","31","    0",,,,"   45","   45",,,,,"32.2","23.9","    1",,,"    1",,"    1",,,,,,,"    1","    1","    1","    1","    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-11-29","   90","  100","10.51"," 0018"," 0357","0.10",,"0.5","1.0",,"33","30","    0",,,,"  360","   45",,,,,"20.8","15.0","    1",,,"    1",,"    1",,,,,,,,"    1","    1","    1","    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-11-30","  100","  100","9.40"," 2250"," 1947","0.00",,"0.0","1.0",,"40","33","    0",,,,"   90","   45",,,,,"23.0","17.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-01","   90","   90","13.20"," 0239"," 0246","0.03",,"0.0","0.0",,"48","40","   80",,,,"   90","   90",,,,,"24.2","17.0","    1",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-02","   90","   90","18.34"," 1319"," 1319","0.20",,"0.0","0.0",,"60","31","  129",,,,"  270","  270",,,,,"44.7","33.1","    1",,,"    1",,,,,,,,,"    1",,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-03","   10","   10","18.79"," 0124"," 0253","0.00",,"0.0","0.0",,"32","24","  542",,,,"  315","  270",,,,,"43.6","38.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-04","   50","   90","10.96"," 0153"," 0155","0.00",,"0.0","0.0",,"35","22","  145",,,,"  315","  315",,,,,"25.3","19.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-05","   70","   90","7.83"," 0519"," 0523","0.00",,"0.0","0.0",,"36","25","   17",,,,"  315","  315",,,,,"16.1","13.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-06","  100","  100","9.40"," 1931"," 1937","0.01",,"0.0","0.0",,"35","32","    0",,,,"  360","  360",,,,,"23.0","19.0","    1",,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-07","   50","   30","11.63"," 0303"," 1313","0.00",,"0.0","0.0",,"38","26","  459",,,,"  315","  315",,,,,"21.9","19.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-08","   80","   70","13.20"," 1221"," 1332","0.00",,"0.0","0.0",,"44","34","  284",,,,"  270","  270",,,,,"23.0","17.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-09","   50","   70","10.51"," 2252"," 1620","0.00",,"0.0","0.0",,"43","32","  391",,,,"  315","  315",,,,,"21.9","13.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-10","   50","   50","9.40"," 0513"," 1554","0.00",,"0.0","0.0",,"40","27","  513",,,,"  270","  315",,,,,"18.3","13.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-11","  100","  100","6.71"," 0034"," 0013","0.20",,"0.0","0.0",,"39","35","    0",,,,"  270","  270",,,,,"13.9","8.9","    1",,,"    1",,,,,,,,,"    1",,"    1",,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-12","   80","  100","9.17"," 1148"," 1141","0.24",,"0.0","0.0",,"42","31","    0",,,,"  315","  315",,,,,"18.3","15.0","    1",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-13","   80","  100","9.17"," 2220"," 2233","0.35",,"0.1","0.0",,"44","27","    0",,,,"  135","  135",,,,,"28.9","17.9","    1",,,,,,,,,,,,"    1",,"    1",,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-14","   60","   70","17.00"," 1445"," 1448","0.06",,"0.0","0.0",,"44","22","  273",,,,"  315","  315",,,,,"40.3","34.0","    1",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-15","   40","   50","14.99"," 1715"," 1616","0.00",,"0.0","0.0",,"31","20","  446",,,,"  270","  225",,,,,"26.4","21.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-16","   60","   70","12.08"," 0753"," 0754","0.00",,"0.0","0.0",,"37","27","  246",,,,"  225","  225",,,,,"26.4","17.0",,,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-17","   60","   40","12.53"," 0647"," 0637","0.01",,"0.1","0.0",,"35","26","  461",,,,"  315","  315",,,,,"35.6","25.9","    1",,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-18","   50","   50","14.99"," 1640"," 1405","0.04",,"0.4","0.0",,"30","14","  341",,,,"  315","  315",,,,,"39.1","29.1","    1",,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-19","    0","    0","10.96"," 0244"," 1202","0.00",,"0.0","0.0",,"26","7","  545",,,,"  315","  270",,,,,"25.3","17.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-20","   60","   60","7.16"," 0008"," 0113","0.00",,"0.0","0.0",,"30","17","  446",,,,"  270","  270",,,,,"16.1","12.1","    1",,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-21","   80","   90","10.74"," 2015"," 2016","0.01",,"0.1","0.0",,"29","22","   94",,,,"  315","  315",,,,,"23.0","15.0","    1",,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-22","   50","   60","11.63"," 2140"," 2146","0.00",,"0.0","0.0",,"30","19","  474",,,,"  225","  225",,,,,"20.8","17.0",,,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-23","   70","   90","10.96"," 1039"," 1039","0.05",,"0.6","1.0",,"40","27","  290",,,,"  225","  225",,,,,"23.0","19.0","    1",,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-24","   90","   80","8.50"," 1502"," 1502","0.00",,"0.0","0.0",,"53","30","  300",,,,"  225","  225",,,,,"21.9","17.9","    1","    1",,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-25","   80","  100","12.97"," 1946"," 1946","0.00",,"0.0","0.0",,"42","17","   18",,,,"  315","  315",,,,,"32.2","27.1","    1","    1",,,,,,,,,,,"    1",,"    1",,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-26","   30","    0","14.54"," 0357"," 1124","0.00",,"0.0","0.0",,"24","13","  545",,,,"  270","  270",,,,,"30.0","21.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-27","   50","   80","12.97"," 2104"," 1743","0.00",,"0.0","0.0",,"37","18","  134",,,,"  225","  225",,,,,"25.3","19.9",,,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-28","   40","   50","13.87"," 1053"," 1045","0.00",,"0.0","0.0",,"36","25","  379",,,,"  315","  315",,,,,"28.9","21.9",,,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-29","   30","   60","10.51"," 1258"," 1252","0.00",,"0.0","0.0",,"35","20","  400",,,,"  225","  225",,,,,"21.9","17.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-30","   20","   50","11.41"," 1242"," 1052","0.00",,"0.0","0.0",,"35","24","  460",,,,"  270","  270",,,,,"25.3","17.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12-31","   80","  100","15.66"," 1401"," 1401","0.01",,"0.0","0.0",,"49","25","  312",,,,"  225","  225",,,,,"36.7","31.1",,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-01","   40","   30","13.42"," 1413"," 1413","0.00",,"0.0","0.0",,"42","29","  415",,,,"  315","  315",,,,,"25.3","21.9",,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-02","   60","   40","10.96"," 1328"," 1330","0.00",,"0.0","0.0",,"42","26","  549",,,,"  270","  270",,,,,"28.9","21.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-03","   90","  100","10.29"," 1248"," 1255","0.60",,"0.0","0.0",,"50","32","   15",,,,"  315","  315",,,,,"28.9","23.0","    1",,,"    1",,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-04","   40","   10","13.20"," 0432"," 0452","0.00",,"0.0","0.0",,"35","21","  551",,,,"  315","  315",,,,,"34.4","25.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-05","   70","   90","14.99"," 2003"," 2021","0.29",,"0.0","0.0",,"40","25","    0",,,,"  315","  315",,,,,"39.1","28.0","    1",,,"    1",,,,"    1",,,,,,,"    1",,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-06","   30","   60","18.34"," 1330"," 1321","0.00",,"0.0","0.0",,"34","24","  286",,,,"  270","  225",,,,,"42.5","34.0",,,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-07","   30","   30","16.55"," 0025"," 0015","0.00",,"0.0","0.0",,"25","12","  470",,,,"  315","  315",,,,,"34.4","32.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-08","    0","    0","16.55"," 0340"," 0216","0.00",,"0.0","0.0",,"26","8","  556",,,,"  315","  315",,,,,"31.1","25.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-09","   70","   70","17.00"," 1844"," 1847","0.00",,"0.0","0.0",,"39","16","  452",,,,"  225","  225",,,,,"36.7","30.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-10","   70","  100","16.33"," 0001"," 0003","0.00",,"0.0","0.0",,"42","34","    4",,,,"  225","  225",,,,,"28.9","25.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-11","   10","    0","9.62"," 0926"," 0921","0.00",,"0.0","0.0",,"36","24","  559",,,,"  315","  315",,,,,"23.0","19.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-12","   30","   40","17.67"," 1415"," 1413","0.00",,"0.0","0.0",,"50","25","  432",,,,"  225","  225",,,,,"42.5","34.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-13","   60","   70","10.96"," 2347"," 2316","0.00",,"0.0","0.0",,"46","22","  509",,,,"  315","  315",,,,,"33.3","25.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-14","   60","   40","16.55"," 0348"," 0747","0.00",,"0.0","0.0",,"22","6","  542",,,,"  315","  315",,,,,"32.2","27.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-15","    0","    0","16.11"," 1826"," 1902","0.00",,"0.0","0.0",,"18","1","  566",,,,"  315","  270",,,,,"33.3","25.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-16","   10","    0","8.05"," 0119"," 0117","0.00",,"0.0","0.0",,"33","14","  567",,,,"  315","  315",,,,,"25.3","21.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-17","   70","  100","10.51"," 1326"," 1327","0.00",,"0.0","0.0",,"49","20","  372",,,,"  225","  225",,,,,"28.9","23.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-18","   70","   90","11.18"," 0638"," 0638","0.00",,"0.0","0.0",,"58","36","  490",,,,"  225","  225",,,,,"23.0","19.0","    1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-19","  100","  100","7.38"," 2230"," 2230","0.69",,"0.0","0.0",,"51","36","    0",,,,"   90","   90",,,,,"24.2","19.9","    1","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-20","   90","   80","10.07"," 1343"," 1343","0.11",,"0.0","0.0",,"53","41","  236",,,,"  225","  225",,,,,"25.3","19.0","    1","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-21","   40","   30","13.87"," 1200"," 1203","0.00",,"0.0","0.0",,"45","32","  556",,,,"  315","  315",,,,,"31.1","21.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-22","   70","   90","12.08"," 2131"," 2131","0.00",,"0.0","0.0",,"52","28","  514",,,,"  315","  315",,,,,"34.4","25.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-23","   50","   70","12.97"," 0838"," 0839","0.00",,"0.0","0.0",,"42","22","  546",,,,"  315","  315",,,,,"30.0","25.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-24","   10","    0","12.97"," 1200"," 1201","0.00",,"0.0","0.0",,"26","17","  583",,,,"  360","  360",,,,,"27.5","23.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-25","  100","  100","15.66"," 2354"," 2354","0.06",,"0.4","0.0",,"39","19","   26",,,,"  135","  135",,,,,"27.5","23.9","    1",,,,,,,,,,,,,,"    1",,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-26","  100","  100","17.45"," 1202"," 1200","0.81",,"0.0","0.0",,"52","39","    0",,,,"  180","  180",,,,,"32.2","27.1","    1","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-27","   90","  100","14.76"," 0524"," 0524","0.82",,"0.0","0.0",,"54","33","   96",,,,"  135","  135",,,,,"41.4","34.0","    1","    1",,,,,,,,,,,,,"    1",,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-28","   80","   70","18.34"," 1506"," 1506","0.04",,"0.4","0.0",,"33","17","  389",,,,"  270","  270",,,,,"41.4","34.0","    1",,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-29","   80","   70","10.74"," 0047"," 0047","0.00",,"0.0","0.0",,"26","13","  404",,,,"  270","  270",,,,,"30.0","25.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-30","   60","   70","12.30"," 0921"," 0920","0.00",,"0.0","0.0",,"31","22","  314",,,,"  360","  360",,,,,"23.0","17.0",,,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01-31","   40","   30","14.09"," 1601"," 1549","0.00",,"0.0","0.0",,"36","23","  412",,,,"  270","  270",,,,,"32.2","25.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-01","   60","   70","10.29"," 1142"," 2313","0.05",,"1.0","0.0",,"29","15","  466",,,,"  135","  135",,,,,"23.0","19.0",,,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-02","   70","   90","14.54"," 1201"," 1321","0.25",,"3.5","4.0",,"47","26","  169",,,,"  315","  270",,,,,"30.0","25.1","    1",,,,,"    1",,,,,,,"    1",,"    1","    1","    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-03","    0","    0","11.41"," 0310"," 0004","0.00",,"0.0","0.0",,"38","26","  605",,,,"  315","  315",,,,,"26.4","21.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-04","   80","  100","11.41"," 2238"," 2239","0.11",,"1.5","0.0",,"34","19","   66",,,,"  135","  135",,,,,"23.0","19.9","    1",,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-05","   70","  100","9.40"," 0826"," 0826","0.31",,"0.8","1.0",,"37","32","   19",,,,"  315","  315",,,,,"17.2","14.1","    1",,,,,,,,,,,,"    1",,"    1",,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-06","   30","   10","14.54"," 0738"," 0738","0.00",,"0.0","0.0",,"35","16","  612",,,,"  315","  315",,,,,"32.2","27.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-07","   90","  100","12.75"," 1423"," 1427","0.01",,"0.1","0.0",,"25","13","    0",,,,"   45","   45",,,,,"24.2","17.0",,,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-08","   70","   80","9.17"," 2311"," 1042","0.02",,"0.1","0.0",,"32","20","  244",,,,"  315","  315",,,,,"18.3","11.0",,,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-09","   50","   60","10.07"," 1932"," 1945","0.00",,"0.0","0.0",,"36","20","  600",,,,"  270","  270",,,,,"23.0","15.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-10","   70","   70","10.74"," 1614"," 1622","0.00",,"0.0","0.0",,"38","26","  562",,,,"  270","  270",,,,,"23.0","14.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-11","  100","  100","11.41"," 2236"," 2210","0.06",,"1.9","0.0",,"31","24","    0",,,,"  360","  315","0.1",,,,"23.0","17.0","    1","    1",,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-12","   40","   20","14.76"," 1024"," 1053","0.00",,"0.0","1.0",,"31","18","  627",,,,"  315","  315",,,,,"25.3","17.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-13","   10","   20","15.88"," 1930"," 1928","0.00",,"0.0","1.0",,"32","18","  609",,,,"  315","  315",,,,,"27.5","19.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-14","   70","   90","13.65"," 1744"," 1744","0.01",,"0.1","0.0",,"30","18","  374",,,,"  225","  225",,,,,"27.5","19.9","    1",,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-15","   70","   80","11.41"," 1657"," 2118","0.00",,"0.0","0.0",,"34","24","  366",,,,"  315","  315",,,,,"23.0","16.1","    1",,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-16","   60","   70","11.41"," 0635"," 0922","0.00",,"0.0","0.0",,"31","21","  382",,,,"  315","  270",,,,,"26.4","19.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-17","  100","  100","9.84"," 1321"," 1732","0.55",,"1.3","1.0",,"36","25","    0",,,,"   90","   90",,,,,"18.3","14.1","    1",,,"    1",,,,,,,,,"    1",,"    1",,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-18","  100","  100","12.08"," 2324"," 2349","0.72",,"0.0","0.0",,"35","31","    0",,,,"   45","   45",,,,,"21.9","17.0","    1","    1",,,,"    1",,,,,,,"    1","    1","    1","    1",,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-19","  100","  100","10.29"," 0634"," 0629","0.05",,"0.0","0.0",,"32","30","    0",,,,"   45","   45",,,,,"21.9","15.0","    1",,,"    1",,"    1",,,,,,,,"    1","    1","    1",,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-20","   90","   80","9.17"," 1323"," 1322","0.00",,"0.0","0.0",,"41","32","  315",,,,"   45","   45",,,,,"17.2","14.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-21","  100","  100","9.17"," 2305"," 2311","0.67",,"0.0","0.0",,"39","33","    0",,,,"  315","  315",,,,,"23.0","17.9","    1",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-22","   60","   20","12.75"," 0420"," 0918","0.01",,"0.0","0.0",,"44","30","  594",,,,"  315","  315",,,,,"26.4","21.9","    1",,,,,,,,,,,,,,"    1",,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-23","   90","  100","9.62"," 0447"," 0448","0.00",,"0.0","0.0",,"34","28","   22",,,,"   45","   45",,,,,"19.5","13.0",,,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-24","   90","  100","9.62"," 0312"," 0310","0.00",,"0.0","0.0",,"36","26","  477",,,,"  315","  315",,,,,"19.5","13.0",,,,,,,,"    1",,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-25","   90","  100","14.54"," 2300"," 2158","0.01",,"0.1","0.0",,"35","19","  148",,,,"  315","  315",,,,,"34.4","27.1","    1",,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02-26","    0","   10","18.79"," 0921"," 0713","0.00",,"0.0","0.0",,"28","14","  650",,,,"  315","  315",,,,,"33.3","28.0",,,,,,,,,,,,,,,,,,,,
