"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WESD","WSF1","WSF2","WSF5","WSFG","WSFM","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-05-16",,,"15.43"," 1501"," 1647","0.00",,"0.0","0.0","64","78","49",,,"  230","  220",,,"0.0",,"29.1","33.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-05-17",,,"11.86"," 1107"," 1106","0.00",,"0.0","0.0","62","72","52","    0",,"  270","  260",,,"0.0",,"23.9","31.1",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-05-18",,,"14.54"," 0928"," 0843","1.09",,"0.0","0.0","45","52","37",,,"   30","   50",,,"0.0",,"25.9","32.0",,,"    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-05-19",,,"10.51"," 1027"," 1138","0.00",,"0.0","0.0","50","59","40","    0",,"  270","  280",,,"0.0",,"21.0","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-05-20",,,"8.28"," 1328"," 1328","0.00",,"0.0","0.0","50","57","42",,,"  100","  100",,,"0.0",,"19.9","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-05-21",,,"10.74"," 1521"," 1520","0.00",,"0.0","0.0","53","62","43","    0",,"  290","  290",,,"0.0",,"23.0","31.1",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-05-22",,,"10.74"," 1724"," 1723","0.00",,"0.0","0.0","58","68","47","    0",,"  190","  180",,,"0.0",,"21.9","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-05-23",,,"11.41"," 1803"," 1801","0.00",,"0.0","0.0","63","77","49",,,"  200","  200",,,"0.0",,"19.9","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-05-24",,,"12.08"," 2356"," 2355","0.00",,"0.0","0.0","68","84","51",,,"  350","  350",,,"0.0",,"21.9","28.0",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-05-25",,,"13.20"," 0004"," 2355","0.00",,"0.0","0.0","58","66","50",,,"  350","  350",,,"0.0",,"23.0","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-05-26",,,"11.86"," 1303"," 1301","0.00",,"0.0","0.0","60","70","49","    0",,"  210","  210",,,"0.0",,"21.0","25.1",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-05-27",,,"6.04"," 1357"," 1356","0.00",,"0.0","0.0","64","70","58","    0",,"  120","  110",,,"0.0",,"15.0","16.1",,,"    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-05-28",,,"6.26"," 1255"," 1259","0.00",,"0.0","0.0","64","72","55","    0",,"   60","   60",,,"0.0",,"13.0","14.1",,,"    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-05-29",,,"6.71"," 2024"," 2015","0.00",,"0.0","0.0","61","68","54",,,"  200","  200",,,"0.0",,"15.0","17.0",,,"    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-05-30",,,"11.63"," 1612"," 1455","0.00",,"0.0","0.0","71","82","59",,,"  200","  200",,,"0.0",,"21.0","23.9",,,"    1",,,,,,,,,,,"    1",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-05-31",,,"15.66"," 1804"," 1803","0.23",,"0.0","0.0","73","82","64","    0",,"  190","  190",,,"0.0",,"30.0","36.0",,,"    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-01",,,"17.90"," 1722"," 1700","0.00",,"0.0","0.0","76","86","65","    0",,"  270","  270",,,"0.0",,"30.0","38.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-02",,,"15.21"," 1208"," 1159","0.05",,"0.0","0.0","67","76","58","    0",,"  320","  300",,,"0.0",,"31.1","40.0",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-03",,,"11.86"," 1353"," 1620","0.00",,"0.0","0.0","63","72","53","    0",,"  290","  340",,,"0.0",,"21.0","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-04",,,"11.41"," 1518"," 1400","0.00",,"0.0","0.0","60","68","51",,,"  110","  100",,,"0.0",,"21.9","23.9",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-05",,,"14.99"," 1047"," 1033","0.23",,"0.0","0.0","67","74","59",,,"  210","  220",,,"0.0",,"23.0","29.1",,,"    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-06",,,"10.29"," 1058"," 1055","0.79",,"0.0","0.0","63","71","54","    0",,"   40","   40",,,"0.0",,"23.0","28.0",,,"    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-07",,,"11.41"," 1131"," 1127","0.63",,"0.0","0.0","53","58","48","    0",,"   20","   30",,,"0.0",,"23.0","28.0",,,"    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-08",,,"10.29"," 1631"," 1934","0.00",,"0.0","0.0","55","63","47","    0",,"  110","  220",,,"0.0",,"19.9","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-09",,,"12.08"," 1719"," 1545","0.00",,"0.0","0.0","67","81","53","    0",,"  270","  270",,,"0.0",,"21.0","25.9",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-10",,,"9.84"," 0308"," 0259","0.00",,"0.0","0.0","68","75","61","    0",,"  320","  320",,,"0.0",,"17.0","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-11",,,"14.76"," 1725"," 1729","0.24",,"0.0","0.0","72","89","55",,,"   40","   10",,,"0.0",,"28.0","30.0",,,"    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-12",,,"10.74"," 1755"," 1755","0.16",,"0.0","0.0","54","56","51",,,"   10","  360",,,"0.0",,"21.0","23.9",,,"    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-13",,,"8.28"," 1638"," 1629","0.00",,"0.0","0.0","57","62","51",,,"  120","  120",,,"0.0",,"15.0","17.0",,,"    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-14",,,"9.17"," 1255"," 1953","0.04",,"0.0","0.0","58","61","54",,,"   90","  100",,,"0.0",,"16.1","17.0",,,"    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-15",,,"17.00"," 1511"," 1426","0.74",,"0.0","0.0","53","56","50",,,"   40","   40",,,"0.0",,"25.1","31.1",,,"    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-16",,,"7.38"," 1720"," 1738","0.22",,"0.0","0.0","54","58","50","    0",,"   10","  360",,,"0.0",,"17.9","21.9",,,"    1",,"    1",,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-17",,,"8.50"," 2025"," 1241","0.20",,"0.0","0.0","66","77","54",,,"  220","  250",,,"0.0",,"21.9","28.0",,,"    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-18",,,"7.83"," 1449"," 1448","0.00",,"0.0","0.0","68","77","59",,,"  260","  270",,,"0.0",,"15.0","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-19",,,"5.82"," 1550"," 1548","0.02",,"0.0","0.0","64","69","59",,,"   80","   80",,,"0.0",,"14.1","16.1",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-20",,,"7.83"," 1616"," 1954","0.00",,"0.0","0.0","65","73","57",,,"  110","  210",,,"0.0",,"16.1","17.9",,,"    1",,,,,,,"    1",,,,"    1",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-21",,,"11.86"," 1337"," 1453","0.00",,"0.0","0.0","73","85","60",,,"  230","  190",,,"0.0",,"19.9","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-22",,,"9.40"," 1300"," 1305","0.05",,"0.0","0.0","73","83","63",,,"   10","   20",,,"0.0",,"19.9","21.9",,,"    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-23",,,"8.50"," 2314"," 2305","0.07",,"0.0","0.0","71","82","60",,,"  240","  240",,,"0.0",,"21.9","28.0",,,"    1","    1",,,,,,"    1",,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-24",,,"13.20"," 0823"," 0932","0.00",,"0.0","0.0","78","86","69",,,"  320","  290",,,"0.0",,"23.9","29.1",,,,,,,,,,"    1",,,,,,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-25",,,"9.62"," 1756"," 1719","0.00",,"0.0","0.0","74","84","63",,,"  190","  190",,,"0.0",,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-26",,,"12.53"," 1758"," 1758","0.00",,"0.0","0.0","81","93","68",,,"  230","  220",,,"0.0",,"23.9","29.1",,,,,,,,,,"    1",,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-27",,,"13.87"," 1747"," 1746","1.32",,"0.0","0.0","81","91","70",,,"  310","  300",,,"0.0",,"28.0","46.1",,,"    1",,"    1",,"    1",,,"    1",,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-28",,,"9.40"," 1435"," 1434","0.01",,"0.0","0.0","77","84","70","    0",,"  320","  330",,,"0.0",,"25.1","30.0",,,"    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-29",,,"9.17"," 1229"," 0708","0.00",,"0.0","0.0","70","76","63","    0",,"   90","   10",,,"0.0",,"16.1","17.9",,,"    1",,,,,,,,,,,"    1",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06-30",,,"10.74"," 1636"," 1647","0.00",,"0.0","0.0","74","84","64",,,"  210","  220",,,"0.0",,"21.0","23.9",,,"    1",,,,,,,,,,,"    1",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-01",,,"11.63"," 1401"," 1400","0.00",,"0.0","0.0","79","91","67",,,"  260","  250",,,"0.0",,"21.0","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-02",,,"9.84"," 1832"," 1653","0.00",,"0.0","0.0","85","94","76",,,"  270","  260",,,"0.0",,"16.1","21.9",,,,,,,,,,"    1",,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-03",,,"8.28"," 1501"," 1500","0.00",,"0.0","0.0","87","93","80",,,"  110","  110",,,"0.0",,"14.1","16.1",,,,,,,,,,"    1",,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-04",,,"8.50"," 1820"," 1820","0.00",,"0.0","0.0","87","97","77",,,"  250","  250",,,"0.0",,"17.0","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-05",,,"15.66"," 1523"," 1851","0.00",,"0.0","0.0","77","84","69",,,"  310","  290",,,"0.0",,"23.9","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-06",,,"12.30"," 1726"," 1726","0.00",,"0.0","0.0","74","83","65",,,"  360","  360",,,"0.0",,"23.9","30.0",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-07",,,"8.95"," 0029"," 0028","0.00",,"0.0","0.0","73","78","68",,,"  300","  300",,,"0.0",,"16.1","17.9",,,,,,,,,,"    1",,,,,,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-08",,,"10.74"," 1529"," 1311","0.00",,"0.0","0.0","78","91","65",,,"  280","  300",,,"0.0",,"19.9","25.1",,,,,,,,,,"    1",,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-09",,,"11.41"," 1659"," 1453","0.61",,"0.0","0.0","80","91","68",,,"  300","  280",,,"0.0",,"19.9","25.1",,,"    1",,"    1",,,,,"    1",,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-10",,,"14.09"," 1649"," 1252","0.01",,"0.0","0.0","71","78","63",,,"   10","  300",,,"0.0",,"21.9","29.1",,,"    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-11",,,"12.75"," 1714"," 1713","0.00",,"0.0","0.0","67","75","58",,,"  290","  300",,,"0.0",,"21.0","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-12",,,"9.84"," 2120"," 2132","0.00",,"0.0","0.0","68","75","61",,,"  230","  230",,,"0.0",,"16.1","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-13",,,"12.53"," 1446"," 1734","0.00",,"0.0","0.0","76","87","64",,,"  220","  190",,,"0.0",,"23.0","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-14",,,"11.18"," 1736"," 1736","0.00",,"0.0","0.0","77","86","67",,,"  200","  200",,,"0.0",,"17.9","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-15",,,"10.74"," 1901"," 1859","0.05",,"0.0","0.0","78","88","67",,,"  240","  220",,,"0.0",,"21.0","28.0",,,,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-16",,,"11.41"," 1121"," 1120","0.00",,"0.0","0.0","73","80","65",,,"  340","  350",,,"0.0",,"23.0","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-17",,,"10.29"," 2304"," 2304","0.00",,"0.0","0.0","70","79","60",,,"  230","  230",,,"0.0",,"19.9","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-18",,,"8.05"," 1020"," 1323","0.00",,"0.0","0.0","80","91","69",,,"  290","  290",,,"0.0",,"17.9","23.0",,,,,,,,,,"    1",,,,,,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-19",,,"7.61"," 1839"," 1501","0.20",,"0.0","0.0","70","76","64",,,"   30","   70",,,"0.0",,"13.0","15.0",,,"    1",,"    1",,,,,"    1",,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-20",,,"9.17"," 0837"," 0837","0.00",,"0.0","0.0","67","71","63",,,"   30","   30",,,"0.0",,"21.0","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-21",,,"9.84"," 2011"," 2010","0.00",,"0.0","0.0","74","86","62",,,"  210","  210",,,"0.0",,"17.9","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-22",,,"15.66"," 1535"," 1550","0.00",,"0.0","0.0","78","90","66",,,"  230","  230",,,"0.0",,"23.9","31.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-23",,,"14.09"," 1508"," 1509","0.46",,"0.0","0.0","85","97","72",,,"  290","  260",,,"0.0",,"40.0","46.1",,,"    1",,"    1",,,,,"    1",,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-24",,,"12.53"," 0113"," 0111","0.00",,"0.0","0.0","67","72","61",,,"   40","   40",,,"0.0",,"21.9","25.9",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-25",,,"8.95"," 1103"," 1009","0.00",,"0.0","0.0","65","72","58",,,"  100","   80",,,"0.0",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-26",,,"10.29"," 1304"," 0933","0.00",,"0.0","0.0","64","70","58",,,"   80","   70",,,"0.0",,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-27",,,"6.71"," 1806"," 1806","0.07",,"0.0","0.0","68","73","62",,,"  240","  250",,,"0.0",,"13.0","17.0",,,"    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-28",,,"6.93"," 1802"," 1801","0.02",,"0.0","0.0","71","77","64",,,"  220","  220",,,"0.0",,"16.1","19.9",,,"    1",,"    1",,,,,"    1",,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-29",,,"11.41"," 0940"," 1146","0.00",,"0.0","0.0","81","92","69",,,"  270","  280",,,"0.0",,"21.0","25.1",,,"    1",,"    1",,,,,"    1",,,,"    1",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-30",,,"10.29"," 1221"," 1158","0.00",,"0.0","0.0","84","95","73",,,"  290","  290",,,"0.0",,"21.0","25.1",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07-31",,,"8.50"," 1650"," 1122","0.00",,"0.0","0.0","84","93","74",,,"  300","  360",,,"0.0",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-01",,,"9.84"," 1324"," 1321","0.00",,"0.0","0.0","80","87","72",,,"   80","   90",,,"0.0",,"17.9","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-02",,,"8.28"," 1511"," 1510","0.11",,"0.0","0.0","78","86","69",,,"  280","  270",,,"0.0",,"31.1","38.0",,,"    1",,"    1",,,,,,,,"    1","    1",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-03",,,"7.16"," 1441"," 1458","0.00",,"0.0","0.0","78","87","69",,,"  100","  110",,,"0.0",,"14.1","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-04",,,"8.05"," 2309"," 1700","0.00",,"0.0","0.0","83","93","72","    0",,"  210","  240",,,"0.0",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-05",,,"12.30"," 1420"," 1940","0.00",,"0.0","0.0","84","93","75",,,"  250","  240",,,"0.0",,"21.9","28.0",,,"    1",,,,,,,"    1",,,,"    1",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-06",,,"16.55"," 0953"," 1210","0.00",,"0.0","0.0","72","79","65",,,"  310","  350",,,"0.0",,"25.9","33.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-07",,,"12.75"," 0641"," 1336","0.00",,"0.0","0.0","73","82","63",,,"  320","  310",,,"0.0",,"19.9","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-08",,,"10.29"," 1553"," 0700","0.00",,"0.0","0.0","71","77","64",,,"  120","  320",,,"0.0",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-09",,,"10.29"," 2337"," 2312","0.00",,"0.0","0.0","71","78","64",,,"  230","  220",,,"0.0",,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-10",,,"10.07"," 0026"," 2206","0.00",,"0.0","0.0","78","88","67",,,"  240","  230",,,"0.0",,"17.9","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-11",,,"10.51"," 1633"," 1632","0.00",,"0.0","0.0","80","90","69",,,"  190","  180",,,"0.0",,"19.9","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-12",,,"9.17"," 1531"," 1418","0.00",,"0.0","0.0","0","90","70",,,"  120","  120",,,"0.0",,"15.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-13",,,"8.05"," 1701"," 1701","0.00",,"0.0","0.0","85","97","73","    0",,"  180","  190",,,"0.0",,"17.9","21.0",,,,,,,,,,"    1",,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-14",,,"9.84"," 2105"," 2143","0.00",,"0.0","0.0","89","101","76","    0",,"  230","  230",,,"0.0",,"17.0","21.0",,,,,,,,,,"    1",,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-15",,,"14.32"," 2132"," 2319","0.00",,"0.0","0.0","84","94","74",,,"  230","  230",,,"0.0",,"21.9","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-16",,,"11.41"," 1904"," 1922","0.02",,"0.0","0.0","86","94","77",,,"  250","  250",,,"0.0",,"17.9","21.9",,,"    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-17",,,"9.17"," 1451"," 1347","0.00",,"0.0","0.0","87","96","78",,,"  270","  250",,,"0.0",,"16.1","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-18",,,"9.62"," 1725"," 1456","0.00",,"0.0","0.0","84","95","72",,,"  190","  210",,,"0.0",,"17.0","19.9",,,,,,,,,,"    1",,,,,,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-19",,,"8.28"," 1522"," 0615","0.00",,"0.0","0.0","77","84","70",,,"  100","  300",,,"0.0",,"14.1","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-20",,,"8.28"," 0921"," 0920","0.34",,"0.0","0.0","71","76","66",,,"   20","   20",,,"0.0",,"17.0","21.0",,,"    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-21",,,"9.40",,,"0.00",,"0.0","0.0",,"76","65",,,"  130","  130",,,"0.0",,"13.0","13.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-22",,,"12.53"," 1510"," 1519","0.47",,"0.0","0.0","76","86","65",,,"  230","  240",,,"0.0",,"23.0","25.1",,,"    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-23",,,"10.29"," 0940"," 0723","0.02",,"0.0","0.0","65","70","60","    0",,"   30","   20",,,"0.0",,"21.9","28.0",,,"    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-24",,,"8.95"," 2047"," 2047","0.27",,"0.0","0.0","63","68","58",,,"  320","  310",,,"0.0",,"13.0","15.0",,,"    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08-25",,,"7.83"," 1433"," 1238","0.01",,"0.0","0.0","69","79","58",,,"  130","  120",,,"0.0",,"12.1","14.1",,,"    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
